,intVar1,intVar2,intVar3,intVar4
0,43,152,74,103
0,02-05-2022 19:16:40,19,406,185,478
0,02-05-2022 19:16:40,303,436,89,60
0,02-05-2022 19:16:40,21,278,432,395
0,02-05-2022 19:16:40,133,130,453,293
0,02-05-2022 19:16:40,153,225,300,303
0,02-05-2022 19:16:40,69,227,316,57
0,02-05-2022 19:16:40,454,493,9,108
0,02-05-2022 19:16:40,103,492,368,480
0,02-05-2022 19:16:40,424,339,406,94
0,02-05-2022 19:16:40,274,358,426,434
0,02-05-2022 19:16:40,399,333,164,148
0,02-05-2022 19:16:40,110,360,196,370
0,02-05-2022 19:16:40,239,94,328,256
0,02-05-2022 19:16:40,238,193,276,449
0,02-05-2022 19:16:40,215,450,450,14
0,02-05-2022 19:16:40,208,451,228,293
0,02-05-2022 19:16:40,498,302,6,22
0,02-05-2022 19:16:40,201,308,321,92
0,02-05-2022 19:16:40,213,299,186,306
0,02-05-2022 19:16:40,160,39,303,327
0,02-05-2022 19:16:40,317,231,119,248
0,02-05-2022 19:16:40,382,418,319,188
0,02-05-2022 19:16:40,290,380,430,91
0,02-05-2022 19:16:40,457,317,401,429
0,02-05-2022 19:16:40,479,121,347,435
0,02-05-2022 19:16:40,355,384,296,304
0,02-05-2022 19:16:40,216,204,180,97
0,02-05-2022 19:16:40,216,148,182,195
0,02-05-2022 19:16:40,457,289,480,143
0,02-05-2022 19:16:40,71,87,493,102
0,02-05-2022 19:16:40,220,455,127,415
0,02-05-2022 19:16:40,303,284,203,367
0,02-05-2022 19:16:40,10,227,86,251
0,02-05-2022 19:16:40,167,144,63,476
0,02-05-2022 19:16:40,423,328,27,125
0,02-05-2022 19:16:40,320,91,254,42
0,02-05-2022 19:16:40,53,175,229,92
0,02-05-2022 19:16:40,363,14,186,61
0,02-05-2022 19:16:40,404,386,24,435
0,02-05-2022 19:16:40,216,243,490,406
0,02-05-2022 19:16:40,458,450,254,271
0,02-05-2022 19:16:40,200,182,118,44
0,02-05-2022 19:16:40,224,287,12,495
0,02-05-2022 19:16:40,65,412,480,305
0,02-05-2022 19:16:40,120,8,66,88
0,02-05-2022 19:16:40,40,50,198,200
0,02-05-2022 19:16:40,15,202,299,406
0,02-05-2022 19:16:40,343,140,399,464
0,02-05-2022 19:16:40,165,41,407,81
0,02-05-2022 19:16:40,183,54,187,293
0,02-05-2022 19:16:40,499,91,488,410
0,02-05-2022 19:16:40,156,245,196,464
0,02-05-2022 19:16:40,17,193,154,131
0,02-05-2022 19:16:40,412,275,337,310
0,02-05-2022 19:16:40,339,384,447,133
0,02-05-2022 19:16:40,351,99,79,339
0,02-05-2022 19:16:40,255,336,32,339
0,02-05-2022 19:16:40,210,113,266,303
0,02-05-2022 19:16:40,141,26,432,346
0,02-05-2022 19:16:40,131,445,203,180
0,02-05-2022 19:16:40,331,122,242,249
0,02-05-2022 19:16:40,371,52,278,19
0,02-05-2022 19:16:40,392,222,22,484
0,02-05-2022 19:16:40,238,115,165,499
0,02-05-2022 19:16:40,165,204,167,313
0,02-05-2022 19:16:40,117,213,388,382
0,02-05-2022 19:16:40,370,417,250,313
0,02-05-2022 19:16:40,293,198,298,104
0,02-05-2022 19:16:40,30,196,391,171
0,02-05-2022 19:16:40,472,199,105,178
0,02-05-2022 19:16:40,288,351,204,410
0,02-05-2022 19:16:40,455,134,332,325
0,02-05-2022 19:16:40,20,231,168,43
0,02-05-2022 19:16:40,254,450,217,45
0,02-05-2022 19:16:40,87,317,119,386
0,02-05-2022 19:16:40,414,199,405,26
0,02-05-2022 19:16:40,286,276,188,86
0,02-05-2022 19:16:40,350,386,22,96
0,02-05-2022 19:16:40,22,153,436,58
0,02-05-2022 19:16:40,354,467,165,431
0,02-05-2022 19:16:40,283,101,440,472
0,02-05-2022 19:16:40,436,94,332,397
0,02-05-2022 19:16:40,304,114,308,442
0,02-05-2022 19:16:40,264,284,422,259
0,02-05-2022 19:16:40,422,431,84,318
0,02-05-2022 19:16:40,95,51,74,192
0,02-05-2022 19:16:40,389,192,378,463
0,02-05-2022 19:16:40,140,132,454,439
0,02-05-2022 19:16:40,253,459,160,165
0,02-05-2022 19:16:40,409,387,136,40
0,02-05-2022 19:16:40,322,304,339,51
0,02-05-2022 19:16:40,249,302,463,19
0,02-05-2022 19:16:40,445,499,320,37
0,02-05-2022 19:16:40,241,243,32,104
0,02-05-2022 19:16:40,335,150,445,212
0,02-05-2022 19:16:40,285,51,493,374
0,02-05-2022 19:16:40,250,93,254,273
0,02-05-2022 19:16:40,425,111,359,24
0,02-05-2022 19:16:40,324,391,0,207
0,02-05-2022 19:16:40,37,243,86,287
0,02-05-2022 19:16:40,333,327,352,483
0,02-05-2022 19:16:40,376,228,158,152
0,02-05-2022 19:16:40,140,155,395,407
0,02-05-2022 19:16:40,169,267,397,302
0,02-05-2022 19:16:40,28,350,137,295
0,02-05-2022 19:16:40,332,447,11,494
0,02-05-2022 19:16:40,337,373,187,211
0,02-05-2022 19:16:40,269,102,386,147
0,02-05-2022 19:16:40,87,205,91,268
0,02-05-2022 19:16:40,375,399,201,391
0,02-05-2022 19:16:40,275,139,428,473
0,02-05-2022 19:16:40,340,256,459,414
0,02-05-2022 19:16:40,274,163,25,134
0,02-05-2022 19:16:40,4,331,131,136
0,02-05-2022 19:16:40,76,112,472,286
0,02-05-2022 19:16:40,448,111,18,85
0,02-05-2022 19:16:40,127,233,439,345
0,02-05-2022 19:16:40,134,499,153,348
0,02-05-2022 19:16:40,401,128,496,8
0,02-05-2022 19:16:40,129,235,457,86
0,02-05-2022 19:16:40,383,435,136,340
0,02-05-2022 19:16:40,4,36,371,470
0,02-05-2022 19:16:40,455,82,263,70
0,02-05-2022 19:16:40,147,427,375,117
0,02-05-2022 19:16:40,413,59,140,28
0,02-05-2022 19:16:40,371,337,27,301
0,02-05-2022 19:16:40,400,8,387,492
0,02-05-2022 19:16:40,65,97,135,446
0,02-05-2022 19:16:40,3,299,371,298
0,02-05-2022 19:16:40,225,12,172,472
0,02-05-2022 19:16:40,320,421,463,410
0,02-05-2022 19:16:40,357,378,326,13
0,02-05-2022 19:16:40,367,84,105,232
0,02-05-2022 19:16:40,345,341,457,331
0,02-05-2022 19:16:40,434,179,457,480
0,02-05-2022 19:16:40,63,367,132,245
0,02-05-2022 19:16:40,390,221,247,75
0,02-05-2022 19:16:40,199,346,377,401
0,02-05-2022 19:16:40,172,111,364,65
0,02-05-2022 19:16:40,143,7,369,456
0,02-05-2022 19:16:40,78,393,28,351
0,02-05-2022 19:16:40,326,397,117,60
0,02-05-2022 19:16:40,227,362,365,176
0,02-05-2022 19:16:40,408,164,418,487
0,02-05-2022 19:16:40,37,213,55,83
0,02-05-2022 19:16:40,267,3,452,246
0,02-05-2022 19:16:40,98,417,320,214
0,02-05-2022 19:16:40,424,442,66,449
0,02-05-2022 19:16:40,171,91,200,84
0,02-05-2022 19:16:40,132,330,423,414
0,02-05-2022 19:16:40,300,251,241,442
0,02-05-2022 19:16:40,303,454,393,125
0,02-05-2022 19:16:40,385,459,66,477
0,02-05-2022 19:16:40,334,111,147,345
0,02-05-2022 19:16:40,318,123,128,364
0,02-05-2022 19:16:40,126,208,459,46
0,02-05-2022 19:16:40,478,20,115,230
0,02-05-2022 19:16:40,264,251,51,417
0,02-05-2022 19:16:40,176,26,236,6
0,02-05-2022 19:16:40,137,97,458,180
0,02-05-2022 19:16:40,294,390,46,415
0,02-05-2022 19:16:40,433,270,450,279
0,02-05-2022 19:16:40,176,196,190,293
0,02-05-2022 19:16:40,98,367,400,260
0,02-05-2022 19:16:40,445,59,469,312
0,02-05-2022 19:16:40,430,147,178,235
0,02-05-2022 19:16:40,405,365,277,174
0,02-05-2022 19:16:40,184,302,25,71
0,02-05-2022 19:16:40,202,496,377,298
0,02-05-2022 19:16:40,270,242,191,304
0,02-05-2022 19:16:40,52,312,336,450
0,02-05-2022 19:16:40,432,383,82,363
0,02-05-2022 19:16:40,30,56,65,31
0,02-05-2022 19:16:40,471,346,199,76
0,02-05-2022 19:16:40,346,162,305,81
0,02-05-2022 19:16:40,236,31,322,345
0,02-05-2022 19:16:40,101,295,466,116
0,02-05-2022 19:16:40,166,156,170,144
0,02-05-2022 19:16:40,146,108,29,42
0,02-05-2022 19:16:40,246,62,140,224
0,02-05-2022 19:16:40,13,148,55,120
0,02-05-2022 19:16:40,450,336,0,113
0,02-05-2022 19:16:40,387,29,139,312
0,02-05-2022 19:16:40,348,376,468,234
0,02-05-2022 19:16:40,434,385,382,487
0,02-05-2022 19:16:40,476,489,443,132
0,02-05-2022 19:16:40,270,226,25,122
0,02-05-2022 19:16:40,462,65,113,319
0,02-05-2022 19:16:40,147,181,221,23
0,02-05-2022 19:16:40,346,48,284,500
0,02-05-2022 19:16:40,194,94,431,443
0,02-05-2022 19:16:40,440,403,256,446
0,02-05-2022 19:16:40,43,493,136,177
0,02-05-2022 19:16:40,40,406,279,108
0,02-05-2022 19:16:40,432,197,452,359
0,02-05-2022 19:16:40,371,202,124,410
0,02-05-2022 19:16:40,16,13,391,132
0,02-05-2022 19:16:40,234,4,100,40
0,02-05-2022 19:16:40,383,225,113,0
0,02-05-2022 19:16:40,2,107,67,43
0,02-05-2022 19:16:40,136,141,112,121
0,02-05-2022 19:16:40,260,76,391,198
0,02-05-2022 19:16:40,499,396,419,308
0,02-05-2022 19:16:40,132,428,33,41
0,02-05-2022 19:16:40,221,312,448,135
0,02-05-2022 19:16:40,11,120,354,414
0,02-05-2022 19:16:40,450,368,475,401
0,02-05-2022 19:16:40,82,249,103,347
0,02-05-2022 19:16:40,35,128,106,345
0,02-05-2022 19:16:40,466,244,208,53
0,02-05-2022 19:16:40,281,33,18,109
0,02-05-2022 19:16:40,339,170,117,307
0,02-05-2022 19:16:40,486,376,93,21
0,02-05-2022 19:16:40,272,132,241,493
0,02-05-2022 19:16:40,306,419,438,324
0,02-05-2022 19:16:40,85,68,402,352
0,02-05-2022 19:16:40,313,27,436,375
0,02-05-2022 19:16:40,223,392,104,53
0,02-05-2022 19:16:40,58,474,442,86
0,02-05-2022 19:16:40,221,28,215,64
0,02-05-2022 19:16:40,234,419,198,29
0,02-05-2022 19:16:40,328,72,482,348
0,02-05-2022 19:16:40,361,333,75,115
0,02-05-2022 19:16:40,495,115,462,467
0,02-05-2022 19:16:40,158,444,43,115
0,02-05-2022 19:16:40,109,457,211,147
0,02-05-2022 19:16:40,344,478,105,162
0,02-05-2022 19:16:40,87,269,484,4
0,02-05-2022 19:16:40,472,22,269,328
0,02-05-2022 19:16:40,460,477,67,370
0,02-05-2022 19:16:40,154,491,84,68
0,02-05-2022 19:16:40,134,93,409,472
0,02-05-2022 19:16:40,30,400,66,118
0,02-05-2022 19:16:40,298,81,128,96
0,02-05-2022 19:16:40,101,151,4,239
0,02-05-2022 19:16:40,424,5,491,499
0,02-05-2022 19:16:40,223,281,49,356
0,02-05-2022 19:16:40,279,70,252,448
0,02-05-2022 19:16:40,112,77,335,312
0,02-05-2022 19:16:40,256,223,242,500
0,02-05-2022 19:16:40,378,271,475,145
0,02-05-2022 19:16:40,266,280,99,136
0,02-05-2022 19:16:40,349,37,147,295
0,02-05-2022 19:16:40,273,494,445,62
0,02-05-2022 19:16:40,323,97,85,43
0,02-05-2022 19:16:40,181,108,310,276
0,02-05-2022 19:16:40,455,182,394,137
0,02-05-2022 19:16:40,180,77,485,216
0,02-05-2022 19:16:40,260,490,397,41
0,02-05-2022 19:16:40,86,481,404,485
0,02-05-2022 19:16:40,15,149,483,133
0,02-05-2022 19:16:40,62,404,336,397
0,02-05-2022 19:16:40,62,345,287,18
0,02-05-2022 19:16:40,386,469,494,441
0,02-05-2022 19:16:40,436,251,88,418
0,02-05-2022 19:16:40,24,374,360,31
0,02-05-2022 19:16:40,211,460,124,377
0,02-05-2022 19:16:40,53,329,468,440
0,02-05-2022 19:16:40,195,390,448,31
0,02-05-2022 19:16:40,153,436,116,346
0,02-05-2022 19:16:40,282,197,457,310
0,02-05-2022 19:16:40,449,335,368,119
0,02-05-2022 19:16:40,471,209,199,373
0,02-05-2022 19:16:40,424,174,4,125
0,02-05-2022 19:16:40,70,378,228,86
0,02-05-2022 19:16:40,447,52,329,155
0,02-05-2022 19:16:40,499,228,329,433
0,02-05-2022 19:16:40,285,195,91,98
0,02-05-2022 19:16:40,333,235,217,273
0,02-05-2022 19:16:40,181,63,451,236
0,02-05-2022 19:16:40,457,216,459,265
0,02-05-2022 19:16:40,288,291,10,405
0,02-05-2022 19:16:40,444,426,70,360
0,02-05-2022 19:16:40,81,53,244,190
0,02-05-2022 19:16:40,484,122,350,38
0,02-05-2022 19:16:40,456,82,324,160
0,02-05-2022 19:16:40,276,346,52,277
0,02-05-2022 19:16:40,14,268,436,398
0,02-05-2022 19:16:40,63,77,79,305
0,02-05-2022 19:16:40,358,353,459,2
0,02-05-2022 19:16:40,432,115,481,56
0,02-05-2022 19:16:40,298,135,273,316
0,02-05-2022 19:16:40,155,356,100,119
0,02-05-2022 19:16:40,128,273,482,26
0,02-05-2022 19:16:40,236,231,430,192
0,02-05-2022 19:16:40,336,305,64,311
0,02-05-2022 19:16:40,108,124,224,134
0,02-05-2022 19:16:40,114,194,174,289
0,02-05-2022 19:16:40,436,341,50,200
0,02-05-2022 19:16:40,448,300,106,478
0,02-05-2022 19:16:40,252,335,380,441
0,02-05-2022 19:16:40,16,293,374,433
0,02-05-2022 19:16:40,139,187,497,271
0,02-05-2022 19:16:40,419,348,189,281
0,02-05-2022 19:16:40,133,378,137,498
0,02-05-2022 19:16:40,254,412,75,161
0,02-05-2022 19:16:40,237,275,447,171
0,02-05-2022 19:16:40,51,6,448,255
0,02-05-2022 19:16:40,283,48,458,111
0,02-05-2022 19:16:40,161,483,360,446
0,02-05-2022 19:16:40,11,118,192,150
0,02-05-2022 19:16:40,162,364,371,496
0,02-05-2022 19:16:40,144,385,252,152
0,02-05-2022 19:16:40,325,208,387,430
0,02-05-2022 19:16:40,389,399,258,325
0,02-05-2022 19:16:40,36,471,402,304
0,02-05-2022 19:16:40,223,156,104,106
0,02-05-2022 19:16:40,318,497,447,279
0,02-05-2022 19:16:40,260,84,146,50
0,02-05-2022 19:16:40,20,472,131,494
0,02-05-2022 19:16:40,416,302,136,212
0,02-05-2022 19:16:40,405,235,160,319
0,02-05-2022 19:16:40,291,50,246,134
0,02-05-2022 19:16:40,77,313,450,485
0,02-05-2022 19:16:40,445,242,2,330
0,02-05-2022 19:16:40,367,417,152,34
0,02-05-2022 19:16:40,194,106,112,363
0,02-05-2022 19:16:40,357,108,436,357
0,02-05-2022 19:16:40,238,164,83,67
0,02-05-2022 19:16:40,422,212,375,434
0,02-05-2022 19:16:40,171,432,169,358
0,02-05-2022 19:16:40,222,474,373,59
0,02-05-2022 19:16:40,494,205,207,498
0,02-05-2022 19:16:40,308,250,439,492
0,02-05-2022 19:16:40,13,148,318,397
0,02-05-2022 19:16:40,386,224,379,32
0,02-05-2022 19:16:40,121,273,446,238
0,02-05-2022 19:16:40,495,7,318,8
0,02-05-2022 19:16:40,62,358,168,472
0,02-05-2022 19:16:40,390,90,204,439
0,02-05-2022 19:16:40,201,386,456,202
0,02-05-2022 19:16:40,476,375,318,55
0,02-05-2022 19:16:40,245,278,415,429
0,02-05-2022 19:16:40,234,280,485,332
0,02-05-2022 19:16:40,420,413,412,71
0,02-05-2022 19:16:40,337,56,172,273
0,02-05-2022 19:16:40,136,13,386,254
0,02-05-2022 19:16:40,103,229,406,151
0,02-05-2022 19:16:40,138,281,41,227
0,02-05-2022 19:16:40,21,320,222,97
0,02-05-2022 19:16:40,29,322,490,474
0,02-05-2022 19:16:40,244,201,221,294
0,02-05-2022 19:16:40,307,223,157,17
0,02-05-2022 19:16:40,379,428,136,236
0,02-05-2022 19:16:40,22,121,236,324
0,02-05-2022 19:16:40,377,498,208,434
0,02-05-2022 19:16:40,484,70,126,317
0,02-05-2022 19:16:40,55,368,129,5
0,02-05-2022 19:16:40,40,143,177,319
0,02-05-2022 19:16:40,378,478,63,345
0,02-05-2022 19:16:40,369,347,403,492
0,02-05-2022 19:16:40,149,489,17,200
0,02-05-2022 19:16:40,254,411,487,389
0,02-05-2022 19:16:40,440,232,447,85
0,02-05-2022 19:16:40,27,321,271,404
0,02-05-2022 19:16:40,179,63,470,213
0,02-05-2022 19:16:40,486,238,16,313
0,02-05-2022 19:16:40,391,196,98,341
0,02-05-2022 19:16:40,43,411,72,433
0,02-05-2022 19:16:40,146,258,300,73
0,02-05-2022 19:16:40,62,376,103,149
0,02-05-2022 19:16:40,342,42,135,361
0,02-05-2022 19:16:40,432,81,157,19
0,02-05-2022 19:16:40,194,147,95,473
0,02-05-2022 19:16:40,120,30,311,79
0,02-05-2022 19:16:40,42,358,123,429
0,02-05-2022 19:16:40,490,446,475,44
0,02-05-2022 19:16:40,94,388,324,56
0,02-05-2022 19:16:40,167,216,285,1
0,02-05-2022 19:16:40,459,383,134,23
0,02-05-2022 19:16:40,462,274,253,174
0,02-05-2022 19:16:40,415,273,142,419
0,02-05-2022 19:16:40,175,200,328,450
0,02-05-2022 19:16:40,272,150,214,270
0,02-05-2022 19:16:40,450,71,448,289
0,02-05-2022 19:16:40,240,8,489,418
0,02-05-2022 19:16:40,289,184,246,312
0,02-05-2022 19:16:40,86,252,105,206
0,02-05-2022 19:16:40,474,54,147,124
0,02-05-2022 19:16:40,160,459,384,395
0,02-05-2022 19:16:40,41,412,440,243
0,02-05-2022 19:16:40,96,130,102,169
0,02-05-2022 19:16:40,437,38,166,232
0,02-05-2022 19:16:40,172,481,195,254
0,02-05-2022 19:16:40,400,394,306,494
0,02-05-2022 19:16:40,480,412,35,330
0,02-05-2022 19:16:40,220,424,225,454
0,02-05-2022 19:16:40,150,67,58,14
0,02-05-2022 19:16:40,196,490,150,435
0,02-05-2022 19:16:40,295,368,320,123
0,02-05-2022 19:16:40,10,187,169,386
0,02-05-2022 19:16:40,203,364,27,380
0,02-05-2022 19:16:40,2,354,246,334
0,02-05-2022 19:16:40,454,248,475,186
0,02-05-2022 19:16:40,192,486,307,434
0,02-05-2022 19:16:40,235,276,136,16
0,02-05-2022 19:16:40,477,168,33,295
0,02-05-2022 19:16:40,123,224,2,60
0,02-05-2022 19:16:40,230,440,320,362
0,02-05-2022 19:16:40,145,33,143,406
0,02-05-2022 19:16:40,24,307,246,24
0,02-05-2022 19:16:40,28,296,306,24
0,02-05-2022 19:16:40,412,75,434,453
0,02-05-2022 19:16:40,112,140,282,189
0,02-05-2022 19:16:40,34,204,377,126
0,02-05-2022 19:16:40,32,138,175,317
0,02-05-2022 19:16:40,334,331,432,2
0,02-05-2022 19:16:40,324,491,424,438
0,02-05-2022 19:16:40,341,460,75,6
0,02-05-2022 19:16:40,500,341,32,323
0,02-05-2022 19:16:40,95,196,383,254
0,02-05-2022 19:16:40,465,158,132,190
0,02-05-2022 19:16:40,289,425,442,125
0,02-05-2022 19:16:40,23,272,494,181
0,02-05-2022 19:16:40,151,34,215,464
0,02-05-2022 19:16:40,248,467,438,133
0,02-05-2022 19:16:40,87,166,71,131
0,02-05-2022 19:16:40,341,146,363,171
0,02-05-2022 19:16:40,47,137,243,286
0,02-05-2022 19:16:40,457,3,334,23
0,02-05-2022 19:16:40,267,101,31,164
0,02-05-2022 19:16:40,161,328,67,79
0,02-05-2022 19:16:40,127,426,408,466
0,02-05-2022 19:16:40,498,240,66,117
0,02-05-2022 19:16:40,415,295,146,108
0,02-05-2022 19:16:40,170,221,382,341
0,02-05-2022 19:16:40,97,372,342,92
0,02-05-2022 19:16:40,468,101,394,341
0,02-05-2022 19:16:40,493,187,234,26
0,02-05-2022 19:16:40,46,165,172,69
0,02-05-2022 19:16:40,223,183,130,124
0,02-05-2022 19:16:40,425,313,383,10
0,02-05-2022 19:16:40,373,101,344,16
0,02-05-2022 19:16:40,31,85,131,183
0,02-05-2022 19:16:40,406,120,499,466
0,02-05-2022 19:16:40,35,185,31,176
0,02-05-2022 19:16:40,251,144,170,368
0,02-05-2022 19:16:40,376,420,211,474
0,02-05-2022 19:16:40,122,296,176,343
0,02-05-2022 19:16:40,128,314,98,35
0,02-05-2022 19:16:40,308,149,43,78
0,02-05-2022 19:16:40,427,105,113,44
0,02-05-2022 19:16:40,456,11,150,92
0,02-05-2022 19:16:40,373,265,400,464
0,02-05-2022 19:16:40,7,176,47,432
0,02-05-2022 19:16:40,267,453,39,208
0,02-05-2022 19:16:40,493,117,144,152
0,02-05-2022 19:16:40,63,219,52,216
0,02-05-2022 19:16:40,199,323,232,41
0,02-05-2022 19:16:40,379,130,16,210
0,02-05-2022 19:16:40,221,135,423,114
0,02-05-2022 19:16:40,9,476,70,405
0,02-05-2022 19:16:40,53,87,10,470
0,02-05-2022 19:16:40,23,74,443,164
0,02-05-2022 19:16:40,437,186,500,52
0,02-05-2022 19:16:40,213,244,26,115
0,02-05-2022 19:16:40,164,416,500,417
0,02-05-2022 19:16:40,243,130,357,176
0,02-05-2022 19:16:40,28,154,296,249
0,02-05-2022 19:16:40,353,359,120,140
0,02-05-2022 19:16:40,117,314,457,159
0,02-05-2022 19:16:40,60,297,366,152
0,02-05-2022 19:16:40,241,325,399,324
0,02-05-2022 19:16:40,254,439,92,325
0,02-05-2022 19:16:40,215,495,228,27
0,02-05-2022 19:16:40,229,422,190,154
0,02-05-2022 19:16:40,327,433,374,427
0,02-05-2022 19:16:40,190,444,36,259
0,02-05-2022 19:16:40,422,383,241,114
0,02-05-2022 19:16:40,140,324,485,269
0,02-05-2022 19:16:40,311,324,469,221
0,02-05-2022 19:16:40,38,392,101,237
0,02-05-2022 19:16:40,409,14,338,290
0,02-05-2022 19:16:40,50,156,487,208
0,02-05-2022 19:16:40,80,302,354,499
0,02-05-2022 19:16:40,352,265,310,181
0,02-05-2022 19:16:40,182,220,467,21
0,02-05-2022 19:16:40,73,232,379,195
0,02-05-2022 19:16:40,396,228,193,476
0,02-05-2022 19:16:40,185,113,286,221
0,02-05-2022 19:16:40,368,488,305,146
0,02-05-2022 19:16:40,342,446,248,112
0,02-05-2022 19:16:40,140,76,331,256
0,02-05-2022 19:16:40,486,328,169,471
0,02-05-2022 19:16:40,97,417,486,142
0,02-05-2022 19:16:40,485,400,101,179
0,02-05-2022 19:16:40,137,199,117,494
0,02-05-2022 19:16:40,88,72,302,278
0,02-05-2022 19:16:40,32,200,326,459
0,02-05-2022 19:16:40,362,86,483,44
0,02-05-2022 19:16:40,175,34,495,120
0,02-05-2022 19:16:40,33,427,123,302
0,02-05-2022 19:16:40,103,241,260,280
0,02-05-2022 19:16:40,444,218,368,168
0,02-05-2022 19:16:40,477,347,224,482
0,02-05-2022 19:16:40,457,413,431,78
0,02-05-2022 19:16:40,165,385,333,56
0,02-05-2022 19:16:40,243,296,90,316
0,02-05-2022 19:16:40,232,480,99,52
0,02-05-2022 19:16:40,463,375,162,365
0,02-05-2022 19:16:40,208,281,379,400
0,02-05-2022 19:16:40,489,318,191,203
0,02-05-2022 19:16:40,494,323,306,425
0,02-05-2022 19:16:40,163,139,186,400
0,02-05-2022 19:16:40,454,207,255,11
0,02-05-2022 19:16:40,236,96,408,371
0,02-05-2022 19:16:40,25,432,4,374
0,02-05-2022 19:16:40,477,476,34,105
0,02-05-2022 19:16:40,108,76,399,10
0,02-05-2022 19:16:40,48,91,208,66
0,02-05-2022 19:16:40,154,360,495,195
0,02-05-2022 19:16:40,236,305,96,123
0,02-05-2022 19:16:40,246,427,272,118
0,02-05-2022 19:16:40,111,66,470,222
0,02-05-2022 19:16:40,172,500,240,214
0,02-05-2022 19:16:40,0,282,199,324
0,02-05-2022 19:16:40,453,271,349,475
0,02-05-2022 19:16:40,35,154,239,193
0,02-05-2022 19:16:40,168,92,158,7
0,02-05-2022 19:16:40,497,222,362,469
0,02-05-2022 19:16:40,394,327,246,165
0,02-05-2022 19:16:40,264,58,250,412
0,02-05-2022 19:16:40,344,479,438,330
0,02-05-2022 19:16:40,153,403,456,212
0,02-05-2022 19:16:40,235,203,317,205
0,02-05-2022 19:16:40,242,378,335,474
0,02-05-2022 19:16:40,392,144,228,413
0,02-05-2022 19:16:40,7,83,189,402
0,02-05-2022 19:16:40,404,68,474,397
0,02-05-2022 19:16:40,110,247,89,457
0,02-05-2022 19:16:40,432,495,227,324
0,02-05-2022 19:16:40,390,212,350,49
0,02-05-2022 19:16:40,485,455,34,83
0,02-05-2022 19:16:40,408,208,361,395
0,02-05-2022 19:16:40,326,241,57,321
0,02-05-2022 19:16:40,201,313,117,353
0,02-05-2022 19:16:40,16,185,261,238
0,02-05-2022 19:16:40,99,204,263,234
0,02-05-2022 19:16:40,406,346,298,203
0,02-05-2022 19:16:40,102,449,14,200
0,02-05-2022 19:16:40,464,494,311,153
0,02-05-2022 19:16:40,51,24,280,370
0,02-05-2022 19:16:40,414,428,65,170
0,02-05-2022 19:16:40,352,286,30,460
0,02-05-2022 19:16:40,71,340,2,59
0,02-05-2022 19:16:40,132,83,178,401
0,02-05-2022 19:16:40,287,471,396,238
0,02-05-2022 19:16:40,399,345,64,24
0,02-05-2022 19:16:40,427,341,203,369
0,02-05-2022 19:16:40,381,253,372,183
0,02-05-2022 19:16:40,499,446,393,215
0,02-05-2022 19:16:40,385,18,154,357
0,02-05-2022 19:16:40,426,330,30,20
0,02-05-2022 19:16:40,410,415,379,279
0,02-05-2022 19:16:40,321,239,342,63
0,02-05-2022 19:16:40,343,389,218,416
0,02-05-2022 19:16:40,249,255,108,269
0,02-05-2022 19:16:40,406,127,382,10
0,02-05-2022 19:16:40,35,249,368,111
0,02-05-2022 19:16:40,274,440,96,28
0,02-05-2022 19:16:40,320,431,135,202
0,02-05-2022 19:16:40,94,185,167,346
0,02-05-2022 19:16:40,479,488,313,296
0,02-05-2022 19:16:40,218,349,462,287
0,02-05-2022 19:16:40,83,332,119,351
0,02-05-2022 19:16:40,300,37,133,8
0,02-05-2022 19:16:40,443,352,418,353
0,02-05-2022 19:16:40,191,383,147,33
0,02-05-2022 19:16:40,83,415,219,216
0,02-05-2022 19:16:40,484,58,361,209
0,02-05-2022 19:16:40,160,288,18,195
0,02-05-2022 19:16:40,270,82,184,306
0,02-05-2022 19:16:40,173,156,138,346
0,02-05-2022 19:16:40,270,186,100,65
0,02-05-2022 19:16:40,369,230,424,490
0,02-05-2022 19:16:40,182,142,387,385
0,02-05-2022 19:16:40,327,443,177,0
0,02-05-2022 19:16:40,84,435,411,416
0,02-05-2022 19:16:40,71,386,102,258
0,02-05-2022 19:16:40,328,482,485,492
0,02-05-2022 19:16:40,461,410,80,384
0,02-05-2022 19:16:40,371,178,17,186
0,02-05-2022 19:16:40,81,38,311,75
0,02-05-2022 19:16:40,349,53,106,435
0,02-05-2022 19:16:40,352,489,1,423
0,02-05-2022 19:16:40,451,391,137,333
0,02-05-2022 19:16:40,263,483,7,56
0,02-05-2022 19:16:40,320,53,177,19
0,02-05-2022 19:16:40,265,393,206,114
0,02-05-2022 19:16:40,292,103,312,10
0,02-05-2022 19:16:40,403,369,30,354
0,02-05-2022 19:16:40,17,220,319,85
0,02-05-2022 19:16:40,212,125,99,324
0,02-05-2022 19:16:40,133,170,209,401
0,02-05-2022 19:16:40,201,435,145,144
0,02-05-2022 19:16:40,3,258,21,169
0,02-05-2022 19:16:40,202,290,411,233
0,02-05-2022 19:16:40,106,123,466,79
0,02-05-2022 19:16:40,122,31,242,293
0,02-05-2022 19:16:40,455,418,237,33
0,02-05-2022 19:16:40,358,245,378,430
0,02-05-2022 19:16:40,454,380,159,390
0,02-05-2022 19:16:40,263,223,175,123
0,02-05-2022 19:16:40,250,106,79,374
0,02-05-2022 19:16:40,324,279,167,453
0,02-05-2022 19:16:40,220,436,181,157
0,02-05-2022 19:16:40,297,21,136,473
